mobile_name,mobile_price,mobile_color,Sims,disp_size,resolution,os,num_cores,mp_speed,int_memory,ram,battery_power,mob_width,mob_height,mob_depth,mob_weight,Brand,5G_connectivity,VOLTE_connectivity,4G_connectivity,3G_connectivity,2G_connectivity,primary_cam,secondary_cam,tertiary_cam,quaternary_cam,Low_light_sensor,f_cam_primary,f_cam_secondary
Note 5 ,7699,Blue,2,5.99,FHD+,Android Oreo 8,Octa Core,2.0,64,4,4500,75.25,158.25,8.65,175.0,Infinix,No,Yes,No,Yes,Yes,12,0,0,0,No,16,0
Note 5 ,7699,Gray,2,5.99,FHD+,Android Oreo 8,Octa Core,2.0,64,4,4500,75.25,158.25,8.65,175.0,Infinix,No,Yes,No,Yes,Yes,12,0,0,0,No,16,0
Hot 7 ,9999,Black,2,6.19,HD+,Android Pie 9,Octa Core,2.39,64,4,4000,74.8,153.9,7.9,159.0,Infinix,No,No,Yes,Yes,Yes,13,2,0,0,No,13,2
Hot 7 ,9999,Brown,2,6.19,HD+,Android Pie 9,Octa Core,2.39,64,4,4000,74.8,153.9,7.9,159.0,Infinix,No,No,Yes,Yes,Yes,13,2,0,0,No,13,2
Hot 7 ,9999,Blue,2,6.19,HD+,Android Pie 9,Octa Core,2.39,64,4,4000,74.8,153.9,7.9,159.0,Infinix,No,No,Yes,Yes,Yes,13,2,0,0,No,13,2
Note 5 ,7599,Gray,2,5.99,FHD+,Android Oreo 8,Octa Core,2.0,32,3,4500,75.25,158.25,8.65,175.0,Infinix,No,Yes,No,Yes,Yes,12,0,0,0,No,16,0
Hot S3 ,11999,Blue,2,5.65,HD+,Android Oreo 8,Octa Core,1.4,64,4,4000,72.85,153.0,8.4,150.0,Infinix,No,Yes,No,Yes,Yes,13,0,0,0,No,20,0
Hot S3 ,11999,Black,2,5.65,HD+,Android Oreo 8,Octa Core,1.4,64,4,4000,72.85,153.0,8.4,150.0,Infinix,No,Yes,No,Yes,Yes,13,0,0,0,No,20,0
Hot S3 ,11999,Gold,2,5.65,HD+,Android Oreo 8,Octa Core,1.4,64,4,4000,72.85,153.0,8.4,150.0,Infinix,No,Yes,No,Yes,Yes,13,0,0,0,No,20,0
S5 Lite ,8499,Violet,2,6.6,HD+,Android Pie 9,Octa Core,2.0,64,4,4000,76.0,164.0,7.9,178.0,Infinix,No,No,Yes,Yes,Yes,16,2,0,0,No,16,0
S5 Lite ,8499,Cyan,2,6.6,HD+,Android Pie 9,Octa Core,2.0,64,4,4000,76.0,164.0,7.9,178.0,Infinix,No,No,Yes,Yes,Yes,16,2,0,0,No,16,0
S5 Lite ,8499,Black,2,6.6,HD+,Android Pie 9,Octa Core,2.0,64,4,4000,76.0,164.0,7.9,178.0,Infinix,No,No,Yes,Yes,Yes,16,2,0,0,No,16,0
Note 5 ,7599,Black,2,5.99,FHD+,Android Oreo 8,Octa Core,2.0,32,3,4500,75.25,158.25,8.65,175.0,Infinix,No,Yes,No,Yes,Yes,12,0,0,0,No,16,0
Zero 5 Pro ,19999,Black,2,5.98,FHD,Android Nougat 7,Octa Core,2.6,128,6,4350,82.38,166.38,7.95,197.0,Infinix,No,Yes,No,Yes,Yes,12,13,0,0,No,16,0
S4 ,9599,Blue,2,6.21,HD+,Android Pie 9,Octa Core,2.0,32,3,4000,75.0,156.0,7.9,155.0,Infinix,No,Yes,No,Yes,Yes,13,8,2,0,No,32,0
S4 ,9599,Purple,2,6.21,HD+,Android Pie 9,Octa Core,2.0,32,3,4000,75.0,156.0,7.9,155.0,Infinix,No,Yes,No,Yes,Yes,13,8,2,0,No,32,0
S4 ,9599,Gray,2,6.21,HD+,Android Pie 9,Octa Core,2.0,32,3,4000,75.0,156.0,7.9,155.0,Infinix,No,Yes,No,Yes,Yes,13,8,2,0,No,32,0
S5 ,9599,Cyan,2,6.6,HD+,Android Pie 9,Octa Core,2.0,64,4,4000,76.0,164.0,7.9,178.0,Infinix,No,Yes,No,Yes,Yes,16,5,2,0,Yes,32,0
S5 ,9599,Violet,2,6.6,HD+,Android Pie 9,Octa Core,2.0,64,4,4000,76.0,164.0,7.9,178.0,Infinix,No,Yes,No,Yes,Yes,16,5,2,0,Yes,32,0
Hot S3 ,9999,Gold,2,5.65,HD+,Android Oreo 8,Octa Core,1.4,32,3,4000,72.85,153.0,8.4,150.0,Infinix,No,Yes,No,Yes,Yes,13,0,0,0,No,20,0
Hot S3 ,9999,Black,2,5.65,HD+,Android Oreo 8,Octa Core,1.4,32,3,4000,72.85,153.0,8.4,150.0,Infinix,No,Yes,No,Yes,Yes,13,0,0,0,No,20,0
Hot S3 ,9999,Blue,2,5.65,HD+,Android Oreo 8,Octa Core,1.4,32,3,4000,72.85,153.0,8.4,150.0,Infinix,No,Yes,No,Yes,Yes,13,0,0,0,No,20,0
Hot S3 ,9999,Red,2,5.65,HD+,Android Oreo 8,Octa Core,1.4,32,3,4000,72.85,153.0,8.4,150.0,Infinix,No,Yes,No,Yes,Yes,13,0,0,0,No,20,0
Note 5 ,7699,Black,2,5.99,FHD+,Android Oreo 8,Octa Core,2.0,64,4,4500,75.25,158.25,8.65,175.0,Infinix,No,Yes,No,Yes,Yes,12,0,0,0,No,16,0
Zero 5 ,17999,Black,2,5.98,FHD,Android Nougat 7,Octa Core,2.6,64,6,4350,82.38,166.38,7.95,197.0,Infinix,No,Yes,No,Yes,Yes,12,13,0,0,No,16,0
Zero 5 ,17999,Red,2,5.98,FHD,Android Nougat 7,Octa Core,2.6,64,6,4350,82.38,166.38,7.95,197.0,Infinix,No,Yes,No,Yes,Yes,12,13,0,0,No,16,0
F1 ,18999,Blue,2,6.18,FHD+,Android Oreo 8,Octa Core,2.8,128,6,4000,75.3,155.5,8.8,180.0,POCO,No,Yes,No,Yes,Yes,12,5,0,0,No,20,0
F1 ,22999,Blue,2,6.18,FHD+,Android Oreo 8,Octa Core,2.8,256,8,4000,75.3,155.5,8.8,180.0,POCO,No,Yes,No,Yes,Yes,12,5,0,0,No,20,0
F1 ,22999,Black,2,6.18,FHD+,Android Oreo 8,Octa Core,2.8,256,8,4000,75.3,155.5,8.8,180.0,POCO,No,Yes,No,Yes,Yes,12,5,0,0,No,20,0
F1 ,22999,Red,2,6.18,FHD+,Android Oreo 8,Octa Core,2.8,256,8,4000,75.3,155.5,8.8,180.0,POCO,No,Yes,No,Yes,Yes,12,5,0,0,No,20,0
F1 ,19999,Red,2,6.18,FHD+,Android Oreo 8,Octa Core,2.8,64,6,4000,75.3,155.5,8.8,180.0,POCO,No,Yes,No,Yes,Yes,12,5,0,0,No,20,0
X2 ,21499,Purple,2,6.67,FHD+,Android 10,Octa Core,2.2,256,8,4500,76.6,165.3,8.79,208.0,POCO,No,Yes,No,Yes,Yes,64,8,2,2,No,20,2
X2 ,17499,Purple,2,6.67,FHD+,Android 10,Octa Core,2.2,64,6,4500,76.6,165.3,8.79,208.0,POCO,No,Yes,No,Yes,Yes,64,8,2,2,No,20,2
X2 ,17499,Blue,2,6.67,FHD+,Android 10,Octa Core,2.2,64,6,4500,76.6,165.3,8.79,208.0,POCO,No,Yes,No,Yes,Yes,64,8,2,2,No,20,2
X2 ,18499,Red,2,6.67,FHD+,Android 10,Octa Core,2.2,128,6,4500,76.6,165.3,8.79,208.0,POCO,No,Yes,No,Yes,Yes,64,8,2,2,No,20,2
X2 ,18499,Blue,2,6.67,FHD+,Android 10,Octa Core,2.2,128,6,4500,76.6,165.3,8.79,208.0,POCO,No,Yes,No,Yes,Yes,64,8,2,2,No,20,2
X2 ,21499,Blue,2,6.67,FHD+,Android 10,Octa Core,2.2,256,8,4500,76.6,165.3,8.79,208.0,POCO,No,Yes,No,Yes,Yes,64,8,2,2,No,20,2
X2 ,21499,Red,2,6.67,FHD+,Android 10,Octa Core,2.2,256,8,4500,76.6,165.3,8.79,208.0,POCO,No,Yes,No,Yes,Yes,64,8,2,2,No,20,2
X2 ,17499,Red,2,6.67,FHD+,Android 10,Octa Core,2.2,64,6,4500,76.6,165.3,8.79,208.0,POCO,No,Yes,No,Yes,Yes,64,8,2,2,No,20,2
X2 Special Edition ,18499,Purple,2,6.67,FHD+,Android 10,Octa Core,2.2,128,6,4500,76.6,165.3,8.79,208.0,POCO,No,Yes,No,Yes,Yes,64,8,2,2,No,20,2
F1 ,18999,Red,2,6.18,FHD+,Android Oreo 8,Octa Core,2.8,128,6,4000,75.3,155.5,8.8,180.0,POCO,No,Yes,No,Yes,Yes,12,5,0,0,No,20,0
F1 ,18999,Black,2,6.18,FHD+,Android Oreo 8,Octa Core,2.8,128,6,4000,75.3,155.5,8.8,180.0,POCO,No,Yes,No,Yes,Yes,12,5,0,0,No,20,0
F1 ,22999,Red,2,6.18,FHD+,Android Oreo 8,Octa Core,2.8,256,8,4000,75.3,155.5,8.8,180.0,POCO,No,Yes,No,Yes,Yes,12,5,0,0,No,20,0
F1 ,18999,Red,2,6.18,FHD+,Android Oreo 8,Octa Core,2.8,128,6,4000,75.3,155.5,8.8,180.0,POCO,No,Yes,No,Yes,Yes,12,5,0,0,No,20,0
X2 Special Edition ,18499,Blue,2,6.67,FHD+,Android 10,Octa Core,2.2,128,6,4500,76.6,165.3,8.79,208.0,POCO,No,Yes,No,Yes,Yes,64,8,2,2,No,20,2
X2 Special Edition ,18499,Red,2,6.67,FHD+,Android 10,Octa Core,2.2,128,6,4500,76.6,165.3,8.79,208.0,POCO,No,Yes,No,Yes,Yes,64,8,2,2,No,20,2
F1 ,19999,Blue,2,6.18,FHD+,Android Oreo 8,Octa Core,2.8,64,6,4000,75.3,155.5,8.8,180.0,POCO,No,Yes,No,Yes,Yes,12,5,0,0,No,20,0
F1 ,19999,Black,2,6.18,FHD+,Android Oreo 8,Octa Core,2.8,64,6,4000,75.3,155.5,8.8,180.0,POCO,No,Yes,No,Yes,Yes,12,5,0,0,No,20,0
M2 Pro ,14999,Green,2,6.67,FHD+,Android 10,Octa Core,2.3,64,6,5000,76.68,165.75,8.8,209.0,POCO,No,No,Yes,Yes,Yes,48,8,5,2,No,16,0
M2 Pro ,16999,Green,2,6.67,FHD+,Android 10,Octa Core,2.3,128,6,5000,76.68,165.75,8.8,209.0,POCO,No,No,Yes,Yes,Yes,48,8,5,2,No,16,0
M2 Pro ,13999,Green,2,6.67,FHD+,Android 10,Octa Core,2.3,64,4,5000,76.68,165.75,8.8,209.0,POCO,No,No,Yes,Yes,Yes,48,8,5,2,No,16,0
M2 Pro ,16999,Blue,2,6.67,FHD+,Android 10,Octa Core,2.3,128,6,5000,76.68,165.75,8.8,209.0,POCO,No,No,Yes,Yes,Yes,48,8,5,2,No,16,0
M2 Pro ,16999,Black,2,6.67,FHD+,Android 10,Octa Core,2.3,128,6,5000,76.68,165.75,8.8,209.0,POCO,No,No,Yes,Yes,Yes,48,8,5,2,No,16,0
M2 Pro ,14999,Black,2,6.67,FHD+,Android 10,Octa Core,2.3,64,6,5000,76.68,165.75,8.8,209.0,POCO,No,No,Yes,Yes,Yes,48,8,5,2,No,16,0
M2 Pro ,14999,Blue,2,6.67,FHD+,Android 10,Octa Core,2.3,64,6,5000,76.68,165.75,8.8,209.0,POCO,No,No,Yes,Yes,Yes,48,8,5,2,No,16,0
M2 Pro ,13999,Black,2,6.67,FHD+,Android 10,Octa Core,2.3,64,4,5000,76.68,165.75,8.8,209.0,POCO,No,No,Yes,Yes,Yes,48,8,5,2,No,16,0
M2 Pro ,13999,Blue,2,6.67,FHD+,Android 10,Octa Core,2.3,64,4,5000,76.68,165.75,8.8,209.0,POCO,No,No,Yes,Yes,Yes,48,8,5,2,No,16,0
A31 ,12490,White,2,6.5,HD+,Android Pie 9,Octa Core,2.3,64,4,4230,75.5,163.9,8.3,180.0,OPPO,No,Yes,No,Yes,Yes,12,2,2,0,No,8,0
A31 ,14990,White,2,6.5,HD+,Android Pie 9,Octa Core,2.3,128,6,4230,75.5,163.9,8.3,180.0,OPPO,No,Yes,No,Yes,Yes,12,2,2,0,No,8,0
A31 ,14990,Black,2,6.5,HD+,Android Pie 9,Octa Core,2.3,128,6,4230,75.5,163.9,8.3,180.0,OPPO,No,Yes,No,Yes,Yes,12,2,2,0,No,8,0
A31 ,12490,Black,2,6.5,HD+,Android Pie 9,Octa Core,2.3,64,4,4230,75.5,163.9,8.3,180.0,OPPO,No,Yes,No,Yes,Yes,12,2,2,0,No,8,0
A9 2020 ,16990,Green,2,6.5,HD+,Android Pie 9,Octa Core,1.8,128,4,5000,75.6,163.6,9.1,195.0,OPPO,No,Yes,No,Yes,Yes,48,8,2,2,No,16,0
A12 ,9990,Black,2,6.22,HD+,Android Pie 9,Octa Core,1.8,32,3,4230,75.5,155.9,8.3,165.0,OPPO,No,Yes,No,Yes,Yes,13,2,0,0,No,5,0
A12 ,9990,Blue,2,6.22,HD+,Android Pie 9,Octa Core,1.8,32,3,4230,75.5,155.9,8.3,165.0,OPPO,No,Yes,No,Yes,Yes,13,2,0,0,No,5,0
A5s ,8990,Blue,2,6.2,HD+,Android Oreo 8,Octa Core,2.3,32,2,4230,75.4,155.9,8.2,170.0,OPPO,No,Yes,No,Yes,Yes,13,2,0,0,No,8,0
F15 ,18990,White,2,6.4,FHD+,Android Pie 9,Octa Core,2.1,128,8,4000,73.3,160.2,7.9,172.0,OPPO,No,Yes,No,Yes,Yes,48,8,2,2,No,16,0
F15 ,18990,Blue,2,6.4,FHD+,Android Pie 9,Octa Core,2.1,128,8,4000,73.3,160.2,7.9,172.0,OPPO,No,Yes,No,Yes,Yes,48,8,2,2,No,16,0
A52 ,16990,Black,2,6.5,FHD+,Android 10,Octa Core,2.0,128,6,5000,75.5,162.0,8.9,192.0,OPPO,No,Yes,No,Yes,Yes,12,8,2,2,No,16,0
A52 ,16990,White,2,6.5,FHD+,Android 10,Octa Core,2.0,128,6,5000,75.5,162.0,8.9,192.0,OPPO,No,Yes,No,Yes,Yes,12,8,2,2,No,16,0
A11K ,8990,Blue,2,6.22,HD+,Android Pie 9,Octa Core,1.8,32,2,4230,75.5,155.9,8.3,165.0,OPPO,No,Yes,No,Yes,Yes,13,2,0,0,No,5,0
A11K ,8990,Silver,2,6.22,HD+,Android Pie 9,Octa Core,1.8,32,2,4230,75.5,155.9,8.3,165.0,OPPO,No,Yes,No,Yes,Yes,13,2,0,0,No,5,0
A5s ,11990,Green,2,6.2,HD+,Android Oreo 8,Octa Core,2.3,64,4,4230,75.4,155.9,8.2,170.0,OPPO,No,Yes,No,Yes,Yes,13,2,0,0,No,8,0
A9 2020 ,15990,Purple,2,6.5,HD+,Android Pie 9,Octa Core,1.8,128,8,5000,75.6,163.6,9.1,195.0,OPPO,No,Yes,No,Yes,Yes,48,8,2,2,No,16,0
F15 ,18990,Black,2,6.4,FHD+,Android Pie 9,Octa Core,2.1,128,8,4000,73.3,160.2,7.9,172.0,OPPO,No,Yes,No,Yes,Yes,48,8,2,2,No,16,0
A5s ,15899,Gold,2,6.2,HD+,Android Oreo 8,Octa Core,2.3,64,4,4230,75.4,155.9,8.2,170.0,OPPO,No,Yes,No,Yes,Yes,13,2,0,0,No,8,0
Reno3 Pro ,29990,White,2,6.4,FHD+,Android 10,Octa Core,2.2,128,8,4025,73.4,158.8,8.1,175.0,OPPO,No,Yes,No,Yes,Yes,64,13,8,2,No,44,2
Reno3 Pro ,29990,Blue,2,6.4,FHD+,Android 10,Octa Core,2.2,128,8,4025,73.4,158.8,8.1,175.0,OPPO,No,Yes,No,Yes,Yes,64,13,8,2,No,44,2
Reno3 Pro ,29990,Black,2,6.4,FHD+,Android 10,Octa Core,2.2,128,8,4025,73.4,158.8,8.1,175.0,OPPO,No,Yes,No,Yes,Yes,64,13,8,2,No,44,2
A5s ,12990,Black,2,6.2,HD+,Android Oreo 8,Octa Core,2.3,32,2,4230,75.4,155.9,8.2,170.0,OPPO,No,Yes,No,Yes,Yes,13,2,0,0,No,8,0
F11 Pro ,14990,Black,2,6.5,FHD+,Android Pie 9,Octa Core,2.1,64,6,4000,76.1,161.3,8.8,190.0,OPPO,No,Yes,No,Yes,Yes,48,5,0,0,No,16,0
Reno 10x Zoom ,41990,Green,2,6.6,FHD+,Android Pie 9,Octa Core,2.8,256,8,4065,77.2,162.0,9.3,215.0,OPPO,No,Yes,No,Yes,Yes,48,13,8,0,No,16,0
Reno2 ,38990,Blue,2,6.5,FHD+,Android Pie 9,Octa Core,2.2,256,8,4000,74.3,160.0,9.5,189.0,OPPO,No,No,Yes,Yes,Yes,48,8,13,2,No,16,0
Find X ,60990,Blue,2,6.4,FHD+,Android Oreo 8,Octa Core,2.649,256,8,3730,74.2,156.7,9.6,186.0,OPPO,No,Yes,No,Yes,Yes,16,20,0,0,No,25,0
Find X ,60990,Red,2,6.4,FHD+,Android Oreo 8,Octa Core,2.649,256,8,3730,74.2,156.7,9.6,186.0,OPPO,No,Yes,No,Yes,Yes,16,20,0,0,No,25,0
Reno2 Z ,29999,Black,2,6.5,FHD+,Android Pie 9,Octa Core,2.2,256,8,4000,75.8,161.8,8.67,195.0,OPPO,No,No,Yes,Yes,Yes,48,8,2,2,No,16,0
A83 ,14499,Gold,2,5.7,HD+,Android Nougat 7,Octa Core,2.5,64,4,3180,73.1,150.5,7.7,143.0,OPPO,No,Yes,No,Yes,Yes,13,0,0,0,No,8,0
A9 2020 ,15990,White,2,6.52,HD+,Android Pie 9,Octa Core,1.8,128,8,5000,75.6,163.6,9.1,195.0,OPPO,No,Yes,No,Yes,Yes,48,8,2,2,No,16,0
A5s ,13744,Blue,2,6.2,HD+,Android Oreo 8,Octa Core,2.3,32,3,4230,75.4,155.9,8.2,170.0,OPPO,No,Yes,No,Yes,Yes,13,2,0,0,No,8,0
A5s ,12990,Red,2,6.2,HD+,Android Oreo 8,Octa Core,2.3,32,2,4230,75.4,155.9,8.2,170.0,OPPO,No,Yes,No,Yes,Yes,13,2,0,0,No,8,0
A5s ,9490,Black,2,6.2,HD+,Android Oreo 8,Octa Core,2.3,32,3,4230,75.4,155.9,8.2,170.0,OPPO,No,Yes,No,Yes,Yes,13,2,0,0,No,8,0
K1 ,18989,Black,2,6.41,FHD+,Android Oreo 8,Octa Core,1.95,64,6,3600,75.5,158.3,7.4,156.0,OPPO,No,Yes,No,Yes,Yes,16,2,0,0,No,25,0
F9 Pro ,19990,Red,2,6.3,FHD+,Android Oreo 8,Octa Core,2.0,64,6,3500,74.0,156.7,7.99,169.0,OPPO,No,Yes,No,Yes,Yes,16,2,0,0,No,25,0
K1 ,19038,Blue,2,6.41,FHD+,Android Oreo 8,Octa Core,1.95,64,6,3600,75.5,158.3,7.4,156.0,OPPO,No,Yes,No,Yes,Yes,16,2,0,0,No,25,0
F11 ,17990,Green,2,6.53,FHD+,Android Pie 9,Octa Core,2.1,128,6,4020,76.1,162.0,8.3,188.0,OPPO,No,Yes,No,Yes,Yes,48,5,0,0,No,16,0
A1K ,8490,Red,2,6.1,HD+,Android Pie 9,Octa Core,2.0,32,2,4000,77.35,154.4,8.35,165.0,OPPO,No,Yes,No,Yes,Yes,8,0,0,0,No,5,0
A7 ,13990,Gold,2,6.2,HD+,Android Oreo 8,Octa Core,1.8,64,3,4230,75.4,155.9,8.1,168.0,OPPO,No,Yes,No,Yes,Yes,13,2,0,0,No,16,0
F9 Pro ,19990,Blue,2,6.3,FHD+,Android Oreo 8,Octa Core,2.0,64,6,3500,74.0,156.7,7.99,169.0,OPPO,No,Yes,No,Yes,Yes,16,2,0,0,No,25,0
K1 ,19600,Blue,2,6.41,FHD+,Android Oreo 8,Octa Core,1.95,64,4,3600,75.5,158.3,7.4,156.0,OPPO,No,Yes,No,Yes,Yes,16,2,0,0,No,25,0
F9 Pro ,21150,Purple,2,6.3,FHD+,Android Oreo 8,Octa Core,2.0,64,6,3500,74.0,156.7,7.99,169.0,OPPO,No,Yes,No,Yes,Yes,16,2,0,0,No,25,0
A7 ,17500,Blue,2,6.2,HD+,Android Oreo 8,Octa Core,1.8,64,4,4230,75.4,155.9,8.1,168.0,OPPO,No,Yes,No,Yes,Yes,13,2,0,0,No,16,0
A5s ,12990,Red,2,6.2,HD+,Android Oreo 8,Octa Core,2.3,32,3,4230,75.4,155.9,8.2,170.0,OPPO,No,Yes,No,Yes,Yes,13,2,0,0,No,8,0
A3s ,14495,Red,2,6.2,HD+,Android Oreo 8,Octa Core,1.8,64,4,4230,75.6,156.2,8.2,168.0,OPPO,No,No,Yes,Yes,Yes,13,2,0,0,No,8,0
A3s ,9500,Red,2,6.2,HD+,Android Oreo 8,Octa Core,1.8,16,2,4230,75.6,156.2,8.2,168.0,OPPO,No,No,Yes,Yes,Yes,13,2,0,0,No,8,0
A3s ,9500,Purple,2,6.2,HD+,Android Oreo 8,Octa Core,1.8,16,2,4230,75.6,156.2,8.2,168.0,OPPO,No,No,Yes,Yes,Yes,13,2,0,0,No,8,0
A9 2020 ,13990,White,2,6.52,HD+,Android Pie 9,Octa Core,1.8,128,4,5000,75.6,163.6,9.1,195.0,OPPO,No,Yes,No,Yes,Yes,48,8,2,2,No,16,0
A12 ,11490,Black,2,6.22,HD+,Android Pie 9,Octa Core,1.8,64,4,4230,75.5,155.9,8.3,165.0,OPPO,No,Yes,No,Yes,Yes,13,2,0,0,No,5,0
A12 ,11490,Blue,2,6.22,HD+,Android Pie 9,Octa Core,1.8,64,4,4230,75.5,155.9,8.3,165.0,OPPO,No,Yes,No,Yes,Yes,13,2,0,0,No,5,0
F11 Pro ,16990,Gray,2,6.5,FHD+,Android Pie 9,Octa Core,2.1,128,6,4000,76.1,161.3,8.8,190.0,OPPO,No,Yes,No,Yes,Yes,48,5,0,0,No,16,0
F11 Pro ,16990,Black,2,6.5,FHD+,Android Pie 9,Octa Core,2.1,128,6,4000,76.1,161.3,8.8,190.0,OPPO,No,Yes,No,Yes,Yes,48,5,0,0,No,16,0
R17 Pro ,31590,Blue,2,6.4,FHD+,Android Oreo 8,Octa Core,2.2,128,8,3700,74.6,157.6,7.9,183.0,OPPO,No,No,Yes,Yes,Yes,12,20,0,0,No,25,0
A83 ,13490,Black,2,5.7,HD+,Android Nougat 7,Octa Core,2.5,32,3,3180,73.1,150.5,7.7,143.0,OPPO,No,Yes,No,Yes,Yes,13,0,0,0,No,8,0
A83 ,9490,Red,2,5.7,HD+,Android Nougat 7,Octa Core,2.5,16,2,3180,73.1,150.5,7.7,143.0,OPPO,No,Yes,No,Yes,Yes,13,0,0,0,No,8,0
F7 ,22990,Red,2,6.23,FHD+,Android Oreo 8,Octa Core,2.0,64,4,3400,75.3,156.0,7.8,158.0,OPPO,No,No,Yes,Yes,Yes,16,0,0,0,No,25,0
F11 ,13990,Green,2,6.53,FHD+,Android Pie 9,Octa Core,2.1,128,4,4020,76.1,162.0,8.3,188.0,OPPO,No,Yes,No,Yes,Yes,48,5,0,0,No,16,0
F11 ,13990,Purple,2,6.53,FHD+,Android Pie 9,Octa Core,2.1,128,4,4020,76.1,162.0,8.3,188.0,OPPO,No,Yes,No,Yes,Yes,48,5,0,0,No,16,0
F11 ,17990,White,2,6.53,FHD+,Android Pie 9,Octa Core,2.1,128,6,4020,76.1,162.0,8.3,188.0,OPPO,No,Yes,No,Yes,Yes,48,5,0,0,No,16,0
F1S ,18990,Gold,2,5.5,HD+,Android Lollipop 5,Octa Core,1.4,64,4,3075,76.0,154.5,7.38,160.0,OPPO,No,No,Yes,Yes,Yes,13,0,0,0,No,16,0
F1S ,18990,Gray,2,5.5,HD+,Android Lollipop 5,Octa Core,1.4,64,4,3075,76.0,154.5,7.38,160.0,OPPO,No,No,Yes,Yes,Yes,13,0,0,0,No,16,0
F1S ,18990,Gold,2,5.5,HD+,Android Lollipop 5,Octa Core,1.4,64,4,3075,76.0,154.5,7.38,160.0,OPPO,No,Yes,No,Yes,Yes,13,0,0,0,No,16,0
F1S ,11990,Gray,2,5.5,HD+,Android Lollipop 5,Single Core,1.5,32,3,3075,76.0,154.5,7.38,160.0,OPPO,No,Yes,No,Yes,Yes,13,0,0,0,No,16,0
A71k ,8490,Blue,2,5.2,HD+,Android Nougat 7,Octa Core,1.8,16,3,3000,73.8,148.1,7.6,137.0,OPPO,No,Yes,No,Yes,Yes,13,0,0,0,No,5,0
A3s ,12990,Purple,2,6.2,HD+,Android Oreo 8,Octa Core,1.8,32,3,4230,75.6,156.2,8.2,168.0,OPPO,No,No,Yes,Yes,Yes,13,2,0,0,No,8,0
F3 ,18000,Gold,2,5.5,FHD,Android Marshmallow 6,Octa Core,1.5,64,4,3200,75.2,153.3,7.3,153.0,OPPO,No,No,Yes,Yes,Yes,13,0,0,0,No,16,8
A5 ,13500,Red,2,6.2,HD+,Android Oreo 8,Octa Core,1.8,32,4,4230,75.6,156.1,8.2,170.0,OPPO,No,Yes,No,Yes,Yes,13,2,0,0,No,8,0
A83 ,13990,Red,2,5.7,HD+,Android Nougat 7,Octa Core,2.5,64,4,3180,73.1,150.5,7.7,143.0,OPPO,No,Yes,No,Yes,Yes,13,0,0,0,No,8,0
F9 ,17000,Purple,2,6.3,FHD+,Android Oreo 8,Octa Core,2.0,64,4,3500,74.0,156.7,7.99,169.0,OPPO,No,Yes,No,Yes,Yes,16,2,0,0,No,16,0
A3s ,15000,Purple,2,6.2,HD+,Android Oreo 8,Octa Core,1.8,64,4,4230,75.6,156.2,8.2,168.0,OPPO,No,No,Yes,Yes,Yes,13,2,0,0,No,8,0
A3s ,14495,Red,2,6.2,HD+,Android Oreo 8,Octa Core,1.8,64,4,4230,75.6,156.2,8.2,168.0,OPPO,No,No,Yes,Yes,Yes,13,2,0,0,No,8,0
A3s ,9500,Red,2,6.2,HD+,Android Oreo 8,Octa Core,1.8,16,2,4230,75.6,156.2,8.2,168.0,OPPO,No,No,Yes,Yes,Yes,13,2,0,0,No,8,0
A3s ,9500,Purple,2,6.2,HD+,Android Oreo 8,Octa Core,1.8,16,2,4230,75.6,156.2,8.2,168.0,OPPO,No,No,Yes,Yes,Yes,13,2,0,0,No,8,0
Reno 10x Zoom ,41990,Black,2,6.6,FHD+,Android Pie 9,Octa Core,2.8,256,8,4065,77.2,162.0,9.3,215.0,OPPO,No,Yes,No,Yes,Yes,48,13,8,0,No,16,0
Reno 10x Zoom ,38990,Black,2,6.6,FHD+,Android Pie 9,Octa Core,2.8,128,6,4065,77.2,162.0,9.3,215.0,OPPO,No,Yes,No,Yes,Yes,48,13,8,0,No,16,0
A9 2020 ,13990,White,2,6.52,HD+,Android Pie 9,Octa Core,1.8,128,4,5000,75.6,163.6,9.1,195.0,OPPO,No,Yes,No,Yes,Yes,48,8,2,2,No,16,0
A12 ,11490,Black,2,6.22,HD+,Android Pie 9,Octa Core,1.8,64,4,4230,75.5,155.9,8.3,165.0,OPPO,No,Yes,No,Yes,Yes,13,2,0,0,No,5,0
A12 ,11490,Blue,2,6.22,HD+,Android Pie 9,Octa Core,1.8,64,4,4230,75.5,155.9,8.3,165.0,OPPO,No,Yes,No,Yes,Yes,13,2,0,0,No,5,0
F11 Pro ,16990,Gray,2,6.5,FHD+,Android Pie 9,Octa Core,2.1,128,6,4000,76.1,161.3,8.8,190.0,OPPO,No,Yes,No,Yes,Yes,48,5,0,0,No,16,0
F11 Pro ,16990,Black,2,6.5,FHD+,Android Pie 9,Octa Core,2.1,128,6,4000,76.1,161.3,8.8,190.0,OPPO,No,Yes,No,Yes,Yes,48,5,0,0,No,16,0
R17 Pro ,31590,Blue,2,6.4,FHD+,Android Oreo 8,Octa Core,2.2,128,8,3700,74.6,157.6,7.9,183.0,OPPO,No,No,Yes,Yes,Yes,12,20,0,0,No,25,0
A83 ,13490,Black,2,5.7,HD+,Android Nougat 7,Octa Core,2.5,32,3,3180,73.1,150.5,7.7,143.0,OPPO,No,Yes,No,Yes,Yes,13,0,0,0,No,8,0
